BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
CHIRCAR_P;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N2510;3;1;3.5;;
CHIRCAR_P;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;N4130;4;;3.5;;
CHIRCAR_P;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;NAUT;1;;0.5;;
CHIRCAR_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;M1040;0;6;2.55;1;1
CHIRCAR_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;N2120;;1;0.26;;
CHIRCAR_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;N2200;;8;3.33;;
CHIRCAR_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;N4130;;2;1.6;;
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;M103X;;7;2.8;0;1
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;M1040;8;20;11;1;1
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;M1160;;14;2.8;0;1
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;N2120;;1;0.2;;
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;N2320;2;1;2.2;;
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;N4130;4;1;4.2;;
CHIRCAR_P;2021;060780715;CLINIQUE SAINT GEORGE;060000361;NAUT;2;;2;;
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1040;8;6;10.19;1;1
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2120;5;;1.48;;
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2200;18;4;17.38;;
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2510;9;5;13.46;;
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N4130;3;1;2.74;;
CHIRCAR_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;14;1;7.63;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M103X;7;;5.51;1;1
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M1040;6;3;6.31;1;1
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M104H;4;3;4.44;1;1
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;M2140;3;;2.5;0;1
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2120;;1;0.46;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2200;18;;18.78;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2310;2;;2;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N2510;;1;0.66;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;N4130;3;;3;;
CHIRCAR_P;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;060790797;NAUT;;1;0.07;;
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M103X;;10;0.2;0;1
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1040;5;;5;0;1
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;M1160;;1;0.1;0;1
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2120;;1;0.5;;
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2200;7;0;7;;
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N2510;6;;5.88;;
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;N4130;;1;0.1;;
CHIRCAR_P;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;NAUT;6;19;22.8;;
CHIRCAR_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1040;;3;0.08;0;1
CHIRCAR_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2200;;8;2.5;;
CHIRCAR_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2510;1;;1;;
CHIRCAR_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N4130;;3;0.06;;
CHIRCAR_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1040;0;6;1.09;0;1
CHIRCAR_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2200;0;5;2.29;;
CHIRCAR_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N4130;1;0;1;;
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;M1040;;5;2.1;1;1
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;N2120;;1;0.06;;
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;N2200;;10;3.89;;
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;N2510;;3;0.83;;
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;N4130;;6;1.5;;
CHIRCAR_P;2021;110000023;CH CARCASSONNE;110780061;NAUT;;4;1.23;;
CHIRCAR_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;M1040;1;;0.2;1;
CHIRCAR_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;N2200;1;;0.3;;
CHIRCAR_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1040;;5;2;0;1
CHIRCAR_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2200;;6;4.5;;
CHIRCAR_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N4130;;4;2.54;;
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1040;0;9;3.33;1;1
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2120;;2;0.27;;
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2200;5;7;6.76;;
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2510;2;;2.17;;
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N4130;3;1;3.57;;
CHIRCAR_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;;2;1.03;;
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;M103X;1;18;1;;1
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;M1040;3;2;4.2;;1
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;N2120;2;0;2;;
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;N2200;2;;2.81;;
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;N4130;5;0;3.28;;
CHIRCAR_P;2021;130041767;EUROMED CARDIO;130041262;NAUT;3;0;3.57;;
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M103X;5;0;5;0;1
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M1040;11;0;11;1;0
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2120;1;0;1;;
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2200;6;0;6;;
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N2510;4;2;5.6;;
CHIRCAR_P;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4130;4;0;4;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;M1040;2;8;5.58;1;1
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;M104H;2;8;5.58;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;M2140;;2;0.55;0;1
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;MAUT;4;1;3.71;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;N2120;2;1;2.36;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;N2200;37;19;46.41;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;N2510;24;15;30.84;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;N4130;5;1;5.11;;
CHIRCAR_P;2021;130780521;APHM HOPITAL NORD;130786049;NAUT;7;12;11.67;;
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M103X;5;11;10.5;1;1
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1040;9;11;14.5;1;0
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2120;1;0;1;;
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;7;1;7.8;;
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2510;1;0;1;;
CHIRCAR_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4130;1;0;1;;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M103X;3;4;5;1;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1040;1;3;3;1;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1160;;5;2.5;1;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N2120;1;1;1.5;;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N4130;;7;2;;
CHIRCAR_P;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;NAUT;;1;0.5;;
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;M1040;4;2;4.73;0;0
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;M104H;4;2;4.73;0;0
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;M2140;;2;0.6;1;1
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;MAUT;6;1;4.64;;
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;N2120;1;;1;;
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;N2200;27;4;27.27;;
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;N2510;16;3;17.18;;
CHIRCAR_P;2021;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;3;1;3.24;;
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M103X;0;8;4;0;0
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1040;5;5;7.5;0;0
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M104H;2;2;2;0;0
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;0;6;0.3;0;0
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M2140;3;;4;0;1
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2120;2;;2;;
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2200;23;4;19.38;;
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2320;;1;0.79;;
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N2510;12;1;8.29;;
CHIRCAR_P;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;8;1;5.01;;
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M103X;3;5;5.5;0;1
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1040;;5;2.5;0;1
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1160;1;1;1.5;0;1
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2200;5;;4.17;;
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2310;;1;0.57;;
CHIRCAR_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N4130;2;;2.06;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M103X;7;3;8.8;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M1040;4;9;7.8;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M104H;3;;3;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M2140;3;;3;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2120;;2;0.66;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;7;;6.08;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2310;1;;1;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N4130;5;;5.14;;
CHIRCAR_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;3;;3.35;;
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1040;;2;0.54;0;1
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M104H;;2;0.54;;
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1140;2;2;1.87;0;1
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;MAUT;;2;0.6;;
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N4130;1;;1;;
CHIRCAR_P;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;NAUT;3;;3;;
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1040;20;;13.86;1;1
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2140;5;;4.65;1;0
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2120;2;;2.08;;
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;29;14;40.59;;
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2510;19;11;29.15;;
CHIRCAR_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;12;3;13.14;;
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M103X;10;;10;1;1
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1040;9;1;9.2;1;1
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M2140;3;;3;0;1
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;MAUT;1;;1;;
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2120;1;;0.87;;
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2200;26;13;26.54;;
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2320;8;0;8.51;;
CHIRCAR_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2510;20;6;20.34;;
CHIRCAR_P;2021;150000040;CH HENRI MONDOR;150780096;M1040;3;;0.6;0;1
CHIRCAR_P;2021;150000040;CH HENRI MONDOR;150780096;N2200;4;7;7.33;;
CHIRCAR_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1040;3;;1.5;1;1
CHIRCAR_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2200;5;;5;;
CHIRCAR_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2510;3;;2.8;;
CHIRCAR_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;1;;0.5;;
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1040;8;2;8.3;;1
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2120;;1;0.5;;
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2200;15;6;20.08;;
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;2;9;7.65;;
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4130;2;2;3.1;;
CHIRCAR_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;5;2;4.61;;
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M1040;2;2;1.6;0;1
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M104H;2;2;1.6;0;1
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAUT;2;;1.26;0;1
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2120;1;;0.4;;
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2200;11;1;10.65;;
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;9;;2.19;;
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N4130;;1;0.86;;
CHIRCAR_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;3;;1.5;;
CHIRCAR_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;M1040;;5;1.6;1;1
CHIRCAR_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2200;3;5;6.2;;
CHIRCAR_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;;1;0.8;;
CHIRCAR_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;;1;0.5;;
CHIRCAR_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1040;3;2;1.7;0;1
CHIRCAR_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2120;1;;0.38;;
CHIRCAR_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2200;7;;7.58;;
CHIRCAR_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2510;;1;0.8;;
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M103X;;17;8;0;1
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1040;6;;6;1;1
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M1160;;9;5;0;
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2120;1;;1;;
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2200;6;1;6.83;;
CHIRCAR_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2510;2;;2;;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M103X;9;;2.73;1;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1040;17;;4.12;1;1
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M104H;10;;1.7;1;1
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M2140;6;;4.95;0;1
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2120;1;;1;;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2200;20;;14.95;;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2510;1;;1;;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N4130;3;;2.5;;
CHIRCAR_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NAUT;3;;3;;
CHIRCAR_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1040;5;1;5.5;1;1
CHIRCAR_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;M1040;3;3;3.14;0;1
CHIRCAR_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N2120;;2;0.73;;
CHIRCAR_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N2200;11;1;11.52;;
CHIRCAR_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N2510;8;1;8.14;;
CHIRCAR_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;NAUT;2;24;6.21;;
CHIRCAR_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1040;4;;1.6;0;1
CHIRCAR_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2120;1;0;1;;
CHIRCAR_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2200;11;1;12.05;;
CHIRCAR_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2510;5;0;5;;
CHIRCAR_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;NAUT;1;0;1;;
CHIRCAR_P;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;M103X;;14;7;;
CHIRCAR_P;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;M1040;;12;6;1;
CHIRCAR_P;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2120;;1;0.3;;
CHIRCAR_P;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2200;6;4;8.2;;
CHIRCAR_P;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;N2510;1;1;1.5;;
CHIRCAR_P;2021;250006954;CHRU JEAN MINJOZ;250000015;M103X;0;9;3.42;1;0
CHIRCAR_P;2021;250006954;CHRU JEAN MINJOZ;250000015;M1040;0;27;4.31;0;0
CHIRCAR_P;2021;250006954;CHRU JEAN MINJOZ;250000015;M2140;0;11;4.52;1;1
CHIRCAR_P;2021;250006954;CHRU JEAN MINJOZ;250000015;N2120;0;1;0.87;;
