BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2021;010000495;CENTRE PSYCHOTHERAPIQUE DE L'AIN;010783009;0.33;0.2;707;1;1.23;95;0;1;1;0;;;;;;;;;;0;;;0;;;1;1;1;12/02/2006;483;198;1;120;2;0;0;4;2;1;1;;4;1;0.83;0.4;;3.24;1.62;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010002129;CLINIQUE DE READAPTATION LES ARBELLES;750056335;0.25;0.04;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010005239;CH DU HAUT BUGEY - GEOVREISSET;010008407;1;0.2;;1;1.2;111;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010005379;HAD DE L'HOPITAL PRIVE D'AMBERIEU;010010718;;0.6;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010007300;CLINIQUE AMBULATOIRE CENDANEG;010007292;1;0.01;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010008852;CRF L'ORCET SITE DU CH DE FLEYRIAT;010783009;0.02;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010009314;SSR HOTEL DIEU DE FLEYRIAT;010780054;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;79;2957;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010009702;USLD EMILE PELICAND;010780054;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;15;6;4935;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010010171;CLINIQUE DE CHATILLON;010011559;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010011641;CLINIQUE DU SOUFFLE LE PONTET;010000222;0.08;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780195;CLINIQUE CONVERT;010000156;0.5;0;2334;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780203;HOPITAL PRIVE D'AMBERIEU;010010718;0.1;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780252;CRF L'ORCET;010783009;0.16;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780278;CENTRE DE REEDUCATION MANGINI;010783009;0.22;0.28;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780294;NEPHROCARE CH BELLEY;690000278;0.02;0.11;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;0.53;0.19;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780492;CRF ROMANS-FERRARI;360000707;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780708;CLINIQUE SSR CHATEAU DE GLETEINS;310021381;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;750721334;;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;010789576;USLD;010780096;0.05;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000089;CH GUISE;020000022;0;0;16;1;1;16;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000097;CH LA FÈRE;020000048;0.8;0.1;103;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;0.33;0;21;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/07/2009;32;20;0;31;;;;1;1;2;;;;;0.12;;;0.05;0.05;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000162;CH SAINT-QUENTIN;020000063;6.2;1;6582;1;0.5;104;0;1;1;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2002;664;342;0;96;;;;9;2;;;;7;1;;;;10.77;2.3;0;;;;1;14;19;4686;0;;;;1;12;1028;1;2.1;0;;;;1;164;108;;0.8;0;;;;
PN;2021;020000246;CH VERVINS;020000071;0.33;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;1;0.5;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2007;372;110;1;150;3;3;;1;1;;;;;;0.2;0.2;;0.05;0.05;1;15;126;4223;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;0.16;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000386;CLINIQUE DE LA ROSERAIE;020000600;0.16;0.04;183;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000394;CH LAON;020000253;1.8;0.5;2300;1;2;129;0;0;0;1;;389;3696;827;969;;847;706;;0;;;0;;;1;1;1;01/01/2005;0;0;0;;0;0;0;0;0;0;0;0;2;2;0;0;0;0.89;0.89;0;;;;0;;;;0;;;;1;19;444;1;2.13;1;3.74;830;102;1;46;24;14;0.7;0;;;;
PN;2021;020000519;CH SOISSONS;020000261;2;0.5;89;1;1.4;111;0;1;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/06/2003;294;150;0;30;4;3;1;;;;;;;;0.5;0.4;0.1;;;0;;;;0;;;;0;;;;1;39;724;1;1.1;1;0.5;277;22;1;928;218;11;0.4;0;;;;
PN;2021;020000535;CH CHAUNY;020000287;0.1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2;1;4.25;168;18;1;596;43;5;4.25;0;;;;
PN;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;0.4;0;;1;1.05;124;0;1;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;1.3;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;5;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020001061;CH CHÂTEAU-THIERRY;020004404;1;0.06;1359;1;0.6;105;1;1;0;1;020000295;101;322;288;849;2311;87;80;1;0;;;0;;;1;1;1;01/01/2017;99;63;0;30;;;;;;3;1;2;4;1;0.6;0.2;0.4;0.4;0.1;0;;;;0;;;;0;;;;1;21;36;0;;1;2.8;183;164;1;1612;178;5;2.25;0;;;;
PN;2021;020001087;CH HIRSON;020004495;;0.2;;1;1.25;;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2010;121;73;0;41;;;;1;1;1;;;5;1;0.3;;;0.3;0.2;0;;;;0;;;;0;;;;0;;;0;;1;0.7;128;49;1;1175;214;14;0.9;0;;;;
PN;2021;020004156;CLINIQUE TEMPS DE VIE SAINT-QUENTIN;590805065;0.25;0.15;93;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020004297;HAD AMSAM SOISSONS;020005179;0.1;0.03;20;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020006664;CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN;020000063;0;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;14;1070;0;;0;;;;1;1201;703;;0.5;0;;;;
PN;2021;020010047;HOPITAL PRIVE SAINT CLAUDE;020001632;1.9;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;3;0;;;;1;10;10;7;0.1;0;;;;
PN;2021;020010310;SSR AURORE BUCY-LE-LONG;750719361;0.2;0.15;17;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020014767;HAD TEMPS DE VIE SAINT-QUENTIN;590805065;0.1;0;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;020016341;SSR RENAISSANCE SOISSONS;750814030;1;0.5;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;030000061;CH DE MOULINS;030780092;3;0.7;2319;1;0.9;230;1;0;0;1;;300;2235;422;1320;1320;649;641;2;0;;;0;;;1;1;1;16/12/2005;424;250;1;90;0;0;0;2;1;2;2;0;0;0;0.5;0.5;0;2;1;0;;;;1;15;9;5354;0;;;;1;40;2218;1;3.4;1;2.55;369;0;1;1651;473;12;2.55;1;26;0;0;0
PN;2021;030000079;CH DE MONTLUCON;030780100;2.56;1.1;3388;1;0.75;245;0;1;1;1;;26;669;166;103;103;21;62;1;0;;;0;;;1;1;1;14/04/2011;216;82;0;60;1;1;;3;2;1;;1;;;0.3;0.1;0.2;1.5;1;0;;;;0;;;;0;;;;1;12;1289;1;1.55;1;1.48;190;53;1;1073;340;12;2.9;0;;;;
PN;2021;030000087;CH JACQUES LACARIN VICHY;030780118;3;1.7;4540;1;1;518;0;0;1;0;;;;;;;;;;0;;;0;;;1;2;1;31/12/2010;813;636;0;60;4;3;;3;1;;;;3;0;0.58;0.48;;2.7;0.93;1;10;89;3209;0;;;;0;;;;1;6;1095;1;0.3;0;;;;1;4057;1552;63;0.9;0;;;;
PN;2021;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;0.4;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;0.76;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;;;;0.2;0;;;;
PN;2021;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.2;0;;;;0;;;;;0;;;;
PN;2021;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;0.2;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;7;4862;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;030007942;CH DPT COEUR BOURBONNAIS ST POURCAIN;030002158;;;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;7;4862;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;030008726;CTRE ONCO ST JEAN SITE MOULINS;180006496;0;0;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.8;0;;;;0;;;;;0;;;;
PN;2021;030780548;POLYCLINIQUE LA PERGOLA;030000194;0.6;0.13;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;1;0.1;1766;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2021;030785430;POLYCLINIQUE SAINT-ODILON;030785422;1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2021;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;;;19;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;2.57;0.2;848;1;1.3;;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;0;;205;195;1;180;1;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2021;040000119;EPS LUMIERE DE RIEZ;040780231;;0.2;13;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;1;0.2;1431;1;1.33;885;0;0;1;1;;36;243;0;180;180;50;43;;0;;;0;;;1;1;1;;513;213;0;180;;;;;;2;2;0;4;2;0.42;0.42;0;1.63;0.63;0;;;;0;;;;0;;;;0;;;1;1.05;1;2.01;307;105;1;1246;163;3;2.01;0;;;;
PN;2021;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;0.4;0.11;15;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040780405;CENTRE DES CARMES;040000168;0;0;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;7;3691;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040780470;CLINIQUE TOUTES AURES;040000192;0.5;0.1;251;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;0.35;0.12;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040780520;KORIAN LE VERDON;750056335;0.35;0.05;46;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;0.1;0.05;41;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;41;2290;0;;;;1;4;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;0.1;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;0.2;0.08;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;30;15;;;0;;;;
PN;2021;050000058;CENTRE MEDICAL SSR RIO VERT;050000033;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000066;CENTRE MEDICAL LA SOURCE;050000082;0.01;0.3;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000090;POLYCLINIQUE DES ALPES DU SUD GAP;050006931;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2007;1350;60;1;20;4;;4;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.1;0;;;;0;;;;;0;;;;
PN;2021;050000132;CH BUECH DURANCE;050007145;0.7;0.7;576;1;2.4;92;0;1;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.7;259;291;1;308;60;;;0;;;;
PN;2021;050000231;CH DES ESCARTONS DE BRIANCON;050000116;0.8;0.2;;1;1.85;;1;1;0;0;;;;;;;;;;0;;;0;;;1;1;1;;100;46;1;;1;;;;;;;;;;0.2;;;;;0;;;;0;;;;0;;;;1;6;;1;0.2;1;1.5;;;1;308;60;;0.5;0;;;;
PN;2021;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;0.5;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;157;50;8;;0;;;;
PN;2021;050000298;LA GUISANE;050000496;0.55;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;2.18;1;100;1;2.18;641;1;1;;1;;37;927;63;;;59;152;1;0;;;0;;;1;1;1;01/01/2012;1140;575;1;18;0;0;0;1;1;2;0;2;5;3;0.52;0;0.52;3.21;2.21;1;10;71;2638;1;12;11;3938;0;;;;1;21;700;1;2.11;1;0.93;602;159;1;2088;414;30;1.93;0;;;;
PN;2021;050000454;LE FUTUR ANTERIEUR;050000645;0.13;0.04;18;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;0.22;0.11;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000637;CLINIQUE MONTJOY;050001163;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;0.6;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;3052;468;10;3.53;0;;;;
PN;2021;050001064;CENTRE MEDICAL LA DURANCE;050000561;0.05;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;050002351;CENTRE RHONE AZUR GAP;130037815;0.2;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;060000296;LA MAISON DU MINEUR;060780640;0.06;0.06;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
