BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
BRULES_P;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2300;0;1;0.02;;
BRULES_P;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2410;0;2;0.69;;
BRULES_P;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2500;10;18;21.34;;
BRULES_P;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;N2710;0;2;0.29;;
BRULES_P;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;NAUT;2;0;2.35;;
BRULES_P;2021;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;M2040;1;;0.38;0;0
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M1030;5;1;4.24;1;0
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;M2040;1;1;1.28;1;1
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;MAUT;2;0;0.5;;
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2120;1;0;1;;
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2200;17;6;23.03;;
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2300;2;;1.87;;
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;N2500;12;7;15.93;;
BRULES_P;2021;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;NAUT;2;0;1.2;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M1030;;;;1;1
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;M2040;;;;0;1
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2120;2;0;2;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2200;24;7;29.08;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2300;4;1;4.8;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2410;1;0;1.37;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2500;26;1;22.43;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;N2710;0;1;0.6;;
BRULES_P;2021;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;NAUT;4;0;3.37;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;M1030;3;1;2.32;1;0
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;M1180;;;0.2;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;M2040;;;;0;1
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;MAUT;3;;3.99;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2120;1;;1.59;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2200;54;2;50.71;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2300;2;1;2.8;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2410;;;4.46;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2500;32;1;34.77;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;N2710;;1;0.46;;
BRULES_P;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;NAUT;6;2;5.75;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;M2040;1;5;3.1;0;0
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;M3020;;1;0.1;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;N2120;3;;1.78;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;N2200;39;3;40;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;N2300;;;38.96;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;N2500;33;;33.69;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;N2710;1;;1;;
BRULES_P;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;NAUT;2;;1.5;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;M1030;5;0;5;1;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;M2040;5;8;8.5;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2120;2;0;2;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2200;29;4;31.4;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2300;1;1;1.9;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2410;1;0;1;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2500;25;1;25.4;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;N2710;0;1;0.5;;
BRULES_P;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;NAUT;1;1;1.5;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;M1030;1;;1;0;0
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;M2040;2;;2;0;1
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2120;1;;0.1;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2200;5;;5;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2300;3;;2.8;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2410;1;;0.1;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2500;2;;2;;
BRULES_P;2021;830100574;HIA SAINTE ANNE;750821092;N2710;1;;0.1;;
BRULES_P;2021;920120011;HIA PERCY;750821092;M1030;10;3;8.73;;
BRULES_P;2021;920120011;HIA PERCY;750821092;N2120;2;;1.5;;
BRULES_P;2021;920120011;HIA PERCY;750821092;N2200;44;;34;;
BRULES_P;2021;920120011;HIA PERCY;750821092;N2500;24;3;18.05;;
BRULES_P;2021;920120011;HIA PERCY;750821092;N2710;;1;0.75;;
BRULES_P;2021;920120011;HIA PERCY;750821092;NAUT;4;;3.25;;
BRULES_P;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;MAUT;2;;1.17;;
BRULES_P;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;N2120;;1;0.25;;
BRULES_P;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;N2300;3;;3;;
BRULES_P;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;N2500;1;;1;;
BRULES_P;2021;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;NAUT;1;1;1.5;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;M1030;;12;3;0;1
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;M2040;;1;1;0;0
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2120;1;;1;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2200;9;3;11.4;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2300;3;;3;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2410;;1;0.5;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2500;12;;12;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;N2710;1;;1;;
BRULES_P;2021;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;NAUT;2;;2;;
