BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;M1110;2;1;2.6;0;1
DIALYSE_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;N2500;5;;4.22;;
DIALYSE_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;NAUT;3;5;4.22;;
DIALYSE_P;2021;060000544;CH DE CANNES SIMONE VEIL;060780988;NCINF;9;3;11.63;;
DIALYSE_P;2021;060010949;AGAHTIR UDM ANTIBES;060790540;M1110;3;1;1.5;0;0
DIALYSE_P;2021;060010949;AGAHTIR UDM ANTIBES;060790540;N4100;;2;0.7;;
DIALYSE_P;2021;060010949;AGAHTIR UDM ANTIBES;060790540;NAUT;8;7;4.63;;
DIALYSE_P;2021;060010949;AGAHTIR UDM ANTIBES;060790540;NCINF;34;1;14.9;;
DIALYSE_P;2021;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;M1110;2;1;2.15;0;0
DIALYSE_P;2021;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;N4100;;5;0.65;;
DIALYSE_P;2021;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NAUT;;4;0.57;;
DIALYSE_P;2021;060019676;AGAHTIR AUTODIALYSE UDM GRASSE;060790540;NCINF;4;1;4.78;;
DIALYSE_P;2021;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;M1110;2;1;2.16;0;0
DIALYSE_P;2021;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N2500;4;;4;;
DIALYSE_P;2021;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;N4100;1;4;2.4;;
DIALYSE_P;2021;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NAUT;2;3;3.54;;
DIALYSE_P;2021;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;NCINF;22;1;20.5;;
DIALYSE_P;2021;060025285;UAD VIVALTO;750060402;M1110;;2;0.3;;
DIALYSE_P;2021;060025285;UAD VIVALTO;750060402;NAUT;;1;0.3;;
DIALYSE_P;2021;060025285;UAD VIVALTO;750060402;NCINF;;2;0.64;;
DIALYSE_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;M1110;0;4;1.89;0;1
DIALYSE_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N2500;12;1;10.97;;
DIALYSE_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;N4100;;;0.08;;
DIALYSE_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NAUT;6;;4.33;;
DIALYSE_P;2021;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;NCINF;24;;23.86;;
DIALYSE_P;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;M1110;1;1;1.18;0;0
DIALYSE_P;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;N2500;2;;1.47;;
DIALYSE_P;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NAUT;2;1;0.5;;
DIALYSE_P;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;NCINF;2;;1.3;;
DIALYSE_P;2021;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;M1110;;5;4.66;1;1
DIALYSE_P;2021;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N2500;4;1;4.5;;
DIALYSE_P;2021;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;N4100;6;;4.87;;
DIALYSE_P;2021;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NAUT;22;6;22.1;;
DIALYSE_P;2021;060791860;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;060790797;NCINF;31;25;50.01;;
DIALYSE_P;2021;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;M1110;;1;0.06;0;0
DIALYSE_P;2021;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;N4100;;5;0.73;;
DIALYSE_P;2021;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NAUT;;4;0.21;;
DIALYSE_P;2021;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;NCINF;1;1;1.2;;
DIALYSE_P;2021;060792736;AGAHTIR AUTODIALYSE NICE;060790540;M1110;;1;0.06;0;0
DIALYSE_P;2021;060792736;AGAHTIR AUTODIALYSE NICE;060790540;N4100;;5;0.66;;
DIALYSE_P;2021;060792736;AGAHTIR AUTODIALYSE NICE;060790540;NAUT;;4;0.58;;
DIALYSE_P;2021;060792736;AGAHTIR AUTODIALYSE NICE;060790540;NCINF;5;1;5.16;;
DIALYSE_P;2021;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;M1110;;4;0.29;1;1
DIALYSE_P;2021;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;N4100;5;;0.3;;
DIALYSE_P;2021;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;NAUT;8;5;1.14;;
DIALYSE_P;2021;060792900;AUTODIAL INST ARNAULT TZANCK MOUGINS;060790797;NCINF;;4;3.2;;
DIALYSE_P;2021;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;M1110;3;1;2;0;1
DIALYSE_P;2021;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;N2500;4;1;4.5;;
DIALYSE_P;2021;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;N4100;;2;0.9;;
DIALYSE_P;2021;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;NAUT;8;7;6.24;;
DIALYSE_P;2021;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;NCINF;34;1;19.9;;
DIALYSE_P;2021;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;M1110;;1;0.15;;
DIALYSE_P;2021;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;N4100;;5;0.47;;
DIALYSE_P;2021;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;NAUT;;4;0.27;;
DIALYSE_P;2021;060801016;AGAHTIR AUTODIALYSE MANDELIEU;060790540;NCINF;2;1;2.66;;
DIALYSE_P;2021;070000179;CH ARDECHE NORD;070780358;M1110;6;0;4.14;0;1
DIALYSE_P;2021;070000179;CH ARDECHE NORD;070780358;N2500;2;7;6.81;;
DIALYSE_P;2021;070000179;CH ARDECHE NORD;070780358;NAUT;4;4;6.94;;
DIALYSE_P;2021;070000179;CH ARDECHE NORD;070780358;NCINF;15;10;21.05;;
DIALYSE_P;2021;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;M1110;;2;1.75;0;
DIALYSE_P;2021;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;NAUT;3;3;5.79;;
DIALYSE_P;2021;070004726;AGDUC CENTRE DE DIALYSE AUBENAS;380793802;NCINF;12;4;13.71;;
DIALYSE_P;2021;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;M1110;;1;0.07;;1
DIALYSE_P;2021;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;NAUT;;3;0.09;;
DIALYSE_P;2021;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;NCINF;1;4;2.26;;
DIALYSE_P;2021;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;M1110;;3;0.5;;1
DIALYSE_P;2021;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;NAUT;;1;0.5;;
DIALYSE_P;2021;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;NCINF;;10;4.52;;
DIALYSE_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;M1110;3;0;0.95;0;1
DIALYSE_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;N2500;14;1;14.99;;
DIALYSE_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NAUT;;1;0.73;;
DIALYSE_P;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;NCINF;18;4;21.9;;
DIALYSE_P;2021;080005846;UNITE D AUTODIALYSE DE BAZEILLES;510000953;M1110;0;;0.04;0;0
DIALYSE_P;2021;080005846;UNITE D AUTODIALYSE DE BAZEILLES;510000953;NCINF;1;1;1.62;;
DIALYSE_P;2021;080011182;UDA ET UDM ARPDD;510000953;M1110;0;4;0.32;0;0
DIALYSE_P;2021;080011182;UDA ET UDM ARPDD;510000953;N2500;1;;0.58;;
DIALYSE_P;2021;080011182;UDA ET UDM ARPDD;510000953;NCINF;16;3;14.52;;
DIALYSE_P;2021;090000175;CHIVAL SITE ST JEAN DE VERGES;090781774;M1110;2;;2.04;0;1
DIALYSE_P;2021;090000175;CHIVAL SITE ST JEAN DE VERGES;090781774;N2500;1;5;5.7;;
DIALYSE_P;2021;090000175;CHIVAL SITE ST JEAN DE VERGES;090781774;NCINF;10;;10.69;;
DIALYSE_P;2021;090002833;AAIR UAD UDM PAMIERS;310000633;M1110;;2;0.48;1;1
DIALYSE_P;2021;090002833;AAIR UAD UDM PAMIERS;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;090002833;AAIR UAD UDM PAMIERS;310000633;NAUT;;35;2.44;;
DIALYSE_P;2021;090002833;AAIR UAD UDM PAMIERS;310000633;NCINF;;13;7.15;;
DIALYSE_P;2021;090784125;AAIR UAD LAVELANET;310000633;M1110;;2;0.04;1;1
DIALYSE_P;2021;090784125;AAIR UAD LAVELANET;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;090784125;AAIR UAD LAVELANET;310000633;NAUT;;32;1.19;;
DIALYSE_P;2021;090784125;AAIR UAD LAVELANET;310000633;NCINF;;6;1.47;;
DIALYSE_P;2021;090784679;AAIR UAD ST LIZIER;310000633;M1110;;2;0.04;1;1
DIALYSE_P;2021;090784679;AAIR UAD ST LIZIER;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;090784679;AAIR UAD ST LIZIER;310000633;NAUT;;32;1.46;;
DIALYSE_P;2021;090784679;AAIR UAD ST LIZIER;310000633;NCINF;;4;1.19;;
DIALYSE_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1110;0;2;0.4;0;1
DIALYSE_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2500;11;1;11.8;;
DIALYSE_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;6;1;5.39;;
DIALYSE_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NCINF;15;2;15.86;;
DIALYSE_P;2021;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;M1110;;;0.01;0;0
DIALYSE_P;2021;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;NCINF;2;;2;;
DIALYSE_P;2021;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;M1110;0;5;1.5;0;0
DIALYSE_P;2021;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;N2500;1;;0.09;;
DIALYSE_P;2021;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;NCINF;21;1;19.62;;
DIALYSE_P;2021;110000023;CH CARCASSONNE;110780061;M1110;;4;1.2;0;1
DIALYSE_P;2021;110000023;CH CARCASSONNE;110780061;N2500;13;;12.66;;
DIALYSE_P;2021;110000023;CH CARCASSONNE;110780061;NAUT;1;1;1.3;;
DIALYSE_P;2021;110000023;CH CARCASSONNE;110780061;NCINF;20;7;26.21;;
DIALYSE_P;2021;110004413;AIDER SANTE UAD NARBONNE;340000264;M1110;;3;0.3;0;1
DIALYSE_P;2021;110004413;AIDER SANTE UAD NARBONNE;340000264;N4100;;4;0.37;;
DIALYSE_P;2021;110004413;AIDER SANTE UAD NARBONNE;340000264;NAUT;;11;1.01;;
DIALYSE_P;2021;110004413;AIDER SANTE UAD NARBONNE;340000264;NCINF;;11;3.19;;
DIALYSE_P;2021;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;M1110;;3;0.35;0;1
DIALYSE_P;2021;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;N4100;;4;0.17;;
DIALYSE_P;2021;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;NAUT;;10;0.51;;
DIALYSE_P;2021;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;NCINF;;8;2.37;;
DIALYSE_P;2021;110004439;AIDER SANTE UAD TREBES;340000264;M1110;;2;0.14;0;0
DIALYSE_P;2021;110004439;AIDER SANTE UAD TREBES;340000264;N4100;;6;0.54;;
DIALYSE_P;2021;110004439;AIDER SANTE UAD TREBES;340000264;NAUT;;11;0.49;;
DIALYSE_P;2021;110004439;AIDER SANTE UAD TREBES;340000264;NCINF;;8;1.33;;
DIALYSE_P;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;M1110;;8;1.26;0;1
DIALYSE_P;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;N4100;;3;0.57;;
DIALYSE_P;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;NAUT;;11;1.4;;
DIALYSE_P;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;NCINF;;20;9.94;;
DIALYSE_P;2021;110007259;UDM HOPITAL PRIVE DU GRAND NARBONNE;110000114;M1110;;2;0.6;0;1
DIALYSE_P;2021;110007259;UDM HOPITAL PRIVE DU GRAND NARBONNE;110000114;N4100;;2;0.1;;
DIALYSE_P;2021;110007259;UDM HOPITAL PRIVE DU GRAND NARBONNE;110000114;NAUT;;2;0.5;;
DIALYSE_P;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;M1110;;2;1.4;0;1
DIALYSE_P;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;N2500;6;;5.77;;
DIALYSE_P;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;N4100;2;;1.5;;
DIALYSE_P;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;NAUT;1;;0.8;;
DIALYSE_P;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;NCINF;16;5;14.55;;
DIALYSE_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1110;3;0;3.5;0;1
DIALYSE_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2500;4;1;4.96;;
DIALYSE_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;1;3;1.85;;
DIALYSE_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NCINF;16;1;16.78;;
DIALYSE_P;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;M1110;1;;0.88;;
DIALYSE_P;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;N4100;;5;0.55;;
DIALYSE_P;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;NAUT;;11;1.84;;
DIALYSE_P;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;NCINF;;24;12.04;;
DIALYSE_P;2021;120005228;AAIR UAD RODEZ;310000633;M1110;;2;0.27;1;1
DIALYSE_P;2021;120005228;AAIR UAD RODEZ;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;120005228;AAIR UAD RODEZ;310000633;NAUT;;33;2.47;;
DIALYSE_P;2021;120005228;AAIR UAD RODEZ;310000633;NCINF;;6;3.66;;
DIALYSE_P;2021;120007786;AAIR UAD UDM ST REMY;310000633;M1110;;2;0.26;1;1
DIALYSE_P;2021;120007786;AAIR UAD UDM ST REMY;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;120007786;AAIR UAD UDM ST REMY;310000633;NAUT;;35;1.85;;
DIALYSE_P;2021;120007786;AAIR UAD UDM ST REMY;310000633;NCINF;;7;2.29;;
DIALYSE_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1110;0;2;0.6;1;0
DIALYSE_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2500;6;2;7.06;;
DIALYSE_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;5;;4.28;;
DIALYSE_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NCINF;14;3;14.94;;
DIALYSE_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1110;;4;1.28;;
DIALYSE_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2500;;1;0.9;;
DIALYSE_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NAUT;4;4;6.36;;
DIALYSE_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NCINF;13;4;17.07;;
DIALYSE_P;2021;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;M1110;1;;1.22;0;1
DIALYSE_P;2021;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;N4100;;;0.47;;
DIALYSE_P;2021;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;NAUT;5;;4.82;;
DIALYSE_P;2021;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;NCINF;;3;2.35;;
DIALYSE_P;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;M1110;1;1;1.2;0;0
DIALYSE_P;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;N2500;2;;2.81;;
DIALYSE_P;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;N4100;;;0.14;;
DIALYSE_P;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;NAUT;1;2;2.81;;
DIALYSE_P;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;NCINF;7;;8.3;;
DIALYSE_P;2021;130034002;DIAVERUM PROVENCE SALON;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2021;130034002;DIAVERUM PROVENCE SALON;130006562;N4100;1;;0.4;;
DIALYSE_P;2021;130034002;DIAVERUM PROVENCE SALON;130006562;NAUT;4;;4;;
DIALYSE_P;2021;130034002;DIAVERUM PROVENCE SALON;130006562;NCINF;12;;12;;
DIALYSE_P;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;M1110;7;1;7.5;0;0
DIALYSE_P;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;NAUT;;3;2.5;;
DIALYSE_P;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;NCINF;5;2;6.58;;
DIALYSE_P;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;M1110;;3;2.4;0;0
DIALYSE_P;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;NAUT;1;2;2;;
DIALYSE_P;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;NCINF;9;0;9;;
DIALYSE_P;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;M1110;3;0;3;0;1
DIALYSE_P;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;N2500;5;2;7.49;;
DIALYSE_P;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;N4100;4;1;3.8;;
DIALYSE_P;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;NAUT;3;3;4.8;;
DIALYSE_P;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;NCINF;25;0;22.37;;
DIALYSE_P;2021;130034556;ATUP AUTODIALYSE MARTIGUES;130016058;NAUT;;1;0.6;;
DIALYSE_P;2021;130034556;ATUP AUTODIALYSE MARTIGUES;130016058;NCINF;;2;0.62;;
DIALYSE_P;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;M1110;2;1;2.06;0;1
DIALYSE_P;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;N4100;2;1;1.05;;
DIALYSE_P;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;NAUT;4;4;5.24;;
DIALYSE_P;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;NCINF;2;4;2.53;;
